evidence_id,glyph_id,recording,broadcast,source_video,ordinal,frame,time_s,source,provisional,reported_hamming,assigned_hamming,confidence,overlay_center_x,overlay_center_y,overlay_pitch,overlay_registration,overlay_deviation_px,assignment_basis,verification_status,difference_cells,image,observed_fingerprint,canonical_fingerprint,cell_provenance
e6c3-18-g027-f000794,94,E6C3-18,E6C3-18,E6C3-18.mp4,27,794,26.4696,ArchiveInvest manual,False,0,0,,255.6,293.5,51.2,subpixel-lattice-fit,0.9455,matches corpus tag,matches repeated corpus observations,,evidence/e6c3-18/g027_f000794.jpg,010100000000000111000000000100001000000000000100010000000010001000000000001001100,010100000000000111000000000100001000000000000100010000000010001000000000001001100,archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual
e6c3-18-g028-f000798,95,E6C3-18,E6C3-18,E6C3-18.mp4,28,798,26.6029,ArchiveInvest manual,False,0,0,,256.4,294.9,50.75,subpixel-lattice-fit,1.5818,matches corpus tag,matches repeated corpus observations,,evidence/e6c3-18/g028_f000798.jpg,100000000100000000000000000000000000000000100000000000000010000010000010000000001,100000000100000000000000000000000000000000100000000000000010000010000010000000001,archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual
e6c3-18-g029-f000804,96,E6C3-18,E6C3-18,E6C3-18.mp4,29,804,26.8029,ArchiveInvest manual,False,0,0,,257.2,293.8,51.55,subpixel-lattice-fit,1.4725,matches corpus tag,matches repeated corpus observations,,evidence/e6c3-18/g029_f000804.jpg,001101000000000000010010000000000000001110100000000000000000000000000001001000010,001101000000000000010010000000000000001110100000000000000000000000000001001000010,archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual
e6c3-18-g030-f000811,97,E6C3-18,E6C3-18,E6C3-18.mp4,30,811,27.0363,ArchiveInvest manual,False,0,0,,255.6,295.0,50.9,subpixel-lattice-fit,1.2544,matches corpus tag,matches repeated corpus observations,,evidence/e6c3-18/g030_f000811.jpg,000000000100000000000000000100110000000000000000010000000000010010000001100000000,000000000100000000000000000100110000000000000000010000000000010010000001100000000,archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual
e6c3-18-g031-f000816,98,E6C3-18,E6C3-18,E6C3-18.mp4,31,816,27.2029,ArchiveInvest manual,False,0,0,,255.5,293.9,51.3,subpixel-lattice-fit,1.4637,matches corpus tag,matches repeated corpus observations,,evidence/e6c3-18/g031_f000816.jpg,010001000100000100000010000000001001000010000000100000010000000001000000010001001,010001000100000100000010000000001001000010000000100000010000000001000000010001001,archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual
e6c3-18-g032-f000822,99,E6C3-18,E6C3-18,E6C3-18.mp4,32,822,27.4029,ArchiveInvest manual,False,0,0,,255.5,295.4,50.6,subpixel-lattice-fit,1.4954,matches corpus tag,matches repeated corpus observations,,evidence/e6c3-18/g032_f000822.jpg,000000011010000000000000000000000000000100000000000000010010000001000000100000000,000000011010000000000000000000000000000100000000000000010010000001000000100000000,archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual
e6c3-18-g033-f000828,100,E6C3-18,E6C3-18,E6C3-18.mp4,33,828,27.6029,ArchiveInvest manual,False,0,0,,255.5,293.9,51.3,subpixel-lattice-fit,1.4807,matches corpus tag,matches repeated corpus observations,,evidence/e6c3-18/g033_f000828.jpg,001000010000000000000000001100001000000100000000000000110010000000000010000000001,001000010000000000000000001100001000000100000000000000110010000000000010000000001,archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual
e6c3-18-g034-f000834,101,E6C3-18,E6C3-18,E6C3-18.mp4,34,834,27.8029,ArchiveInvest manual,False,0,0,,255.5,293.9,51.25,subpixel-lattice-fit,1.4341,matches corpus tag,matches repeated corpus observations,,evidence/e6c3-18/g034_f000834.jpg,000000010000000110100000000000000001000000000000100000000000000011000010100000000,000000010000000110100000000000000001000000000000100000000000000011000010100000000,archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual
e6c3-18-g035-f000841,102,E6C3-18,E6C3-18,E6C3-18.mp4,35,841,28.0363,ArchiveInvest manual,False,0,0,,256.2,295.5,50.7,subpixel-lattice-fit,1.3541,matches corpus tag,matches repeated corpus observations,,evidence/e6c3-18/g035_f000841.jpg,100000000000000000000000000000010001000101000000000000000000010010000001001100000,100000000000000000000000000000010001000101000000000000000000010010000001001100000,archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual
e6c3-1l-g001-f000740,103,E6C3-1L,E6C3-1L,E6C3-1L.mp4,1,740,24.6727,ArchiveInvest manual,False,0,0,,228.8,285.5,20.55,subpixel-lattice-fit,1.4834,matches corpus tag,single-source corpus entry; unverified,,evidence/e6c3-1l/g001_f000740.jpg,001000101001000000000000000000000000000000000000000001000000000000000000001000100,001000101001000000000000000000000000000000000000000001000000000000000000001000100,archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual
e6c3-1l-g002-f000746,104,E6C3-1L,E6C3-1L,E6C3-1L.mp4,2,746,24.8727,ArchiveInvest manual,False,0,0,,227.5,285.9,20.7,subpixel-lattice-fit,1.4309,matches corpus tag,single-source corpus entry; unverified,,evidence/e6c3-1l/g002_f000746.jpg,000001001001000000000010000000000001000000000000000000000000000000000000000000001,000001001001000000000010000000000001000000000000000000000000000000000000000000001,archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual
e6c3-1l-g003-f000750,105,E6C3-1L,E6C3-1L,E6C3-1L.mp4,3,750,25.006,ArchiveInvest manual,False,0,0,,228.0,287.1,20.85,subpixel-lattice-fit,1.2877,matches corpus tag,single-source corpus entry; unverified,,evidence/e6c3-1l/g003_f000750.jpg,000000010000000010000000000000101000000000000000000000000000000000000000000000000,000000010000000010000000000000101000000000000000000000000000000000000000000000000,archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual
e6c3-1l-g004-f000758,106,E6C3-1L,E6C3-1L,E6C3-1L.mp4,4,758,25.2726,ArchiveInvest manual,False,0,0,,228.0,286.7,20.8,subpixel-lattice-fit,1.4612,matches corpus tag,single-source corpus entry; unverified,,evidence/e6c3-1l/g004_f000758.jpg,000000000000000000000000010000000000000000000100000000000000001000000101000000000,000000000000000000000000010000000000000000000100000000000000001000000101000000000,archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual
e6c3-1l-g005-f000759,107,E6C3-1L,E6C3-1L,E6C3-1L.mp4,5,759,25.306,ArchiveInvest manual,False,0,0,,228.4,285.9,20.45,subpixel-lattice-fit,1.3484,matches corpus tag,single-source corpus entry; unverified,,evidence/e6c3-1l/g005_f000759.jpg,000001000000000000000010000000000000000000000100000001000000000000000010000000000,000001000000000000000010000000000000000000000100000001000000000000000010000000000,archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual
e6c3-1l-g006-f000770,12,E6C3-1L,E6C3-1L,E6C3-1L.mp4,6,770,25.6725,ArchiveInvest manual,False,0,0,,228.0,286.7,20.8,subpixel-lattice-fit,1.505,matches corpus tag,matches repeated corpus observations,,evidence/e6c3-1l/g006_f000770.jpg,010000001001000001000000010000000000000000000000000000000000001001000000000000010,010000001001000001000000010000000000000000000000000000000000001001000000000000010,archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual
e6c3-1l-g007-f000770,12,E6C3-1L,E6C3-1L,E6C3-1L.mp4,7,770,25.6725,ArchiveInvest manual,False,0,0,,228.0,286.7,20.8,subpixel-lattice-fit,1.505,matches corpus tag,matches repeated corpus observations,,evidence/e6c3-1l/g007_f000770.jpg,010000001001000001000000010000000000000000000000000000000000001001000000000000010,010000001001000001000000010000000000000000000000000000000000001001000000000000010,archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond carrier-diamond carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual carrier-diamond archive-invest-manual archive-invest-manual archive-invest-manual archive-invest-manual
