glyph_id,recording,broadcast,cycle,track,ordinal,frame,time_s,source,provisional,hamming_distance,confidence,assignment_basis,verification_status,observed_fingerprint
21,E6C3-2,E6C3-2,E6C3,Main,21,1219,40.6338,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,001000000110000000110000000000000000000100000100000000000000000100000010000000100
22,E6C3-2,E6C3-2,E6C3,Main,22,1225,40.8338,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000000000010000000000000010001000000000000100000110000000001000000000000100
23,E6C3-2,E6C3-2,E6C3,Main,23,1231,41.0338,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000001000001000000010000100001001001000000000000000000001001000000000000000
24,E6C3-2,E6C3-2,E6C3,Main,24,1237,41.2338,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000000000001000000000000100000000000000000000000000000000000000010000000001
25,E6C3-2,E6C3-2,E6C3,Main,25,1243,41.4338,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,001000000000000000100000010000010000000011000000000001000000001001000000001100100
26,E6C3-2,E6C3-2,E6C3,Main,26,1249,41.6338,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000011000000000000000000000000000001100000000000000000000010101000001000000000
27,E6C3-2,E6C3-2,E6C3,Main,27,1255,41.8338,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,101000000100000000010000000000000000000100100000000000110010010010000000001000000
28,E6C3-2,E6C3-2,E6C3,Main,28,1261,42.0338,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000000000100000000001100100000000000000000000000100000001000000000010000000
29,E6C3-2,E6C3-2,E6C3,Main,29,1267,42.2338,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,010000100100000000000000000000000000001000000000000000000010000001000000000000000
1,E6C3-9,E6C3-9,E6C3,Main,1,1037,34.559,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000100110100000101000010000000100000000100000000000000100000000001000010001000010
2,E6C3-9,E6C3-9,E6C3,Main,2,1043,34.759,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,010000000010000100000000010000000000000010100000000000010000000000000000010000001
3,E6C3-9,E6C3-9,E6C3,Main,3,1049,34.959,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000000000000010000010000000000000100000100101001010000000011000000000000001
4,E6C3-9,E6C3-9,E6C3,Main,4,1056,35.1923,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000001001000000010000000000000010000000000000000000000010010000001000001000100000
5,E6C3-9,E6C3-9,E6C3,Main,5,1057,35.2257,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,100001000000000000000000000000000000000010000000000000010000000000000000000000000
6,E6C3-9,E6C3-9,E6C3,Main,6,1063,35.4257,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000011000000000000000000000000000000100100001000010000000001000000010000000
7,E6C3-9,E6C3-9,E6C3,Main,7,1069,35.6257,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,001000001011000000100000000000000000000000000000000001010000000010000000000001000
8,E6C3-9,E6C3-9,E6C3,Main,8,1074,35.7923,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000001001101000000100010001000000001000001000000000000000000000000000000000000001
9,E6C3-9,E6C3-9,E6C3,Main,9,1080,35.9923,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000010000000001000000000000000000000000000000000000000000000010000000001001000
10,E6C3-9,E6C3-9,E6C3,Main,10,1087,36.2257,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000000000000010000010000000000000000000100000000000010001000000101001000000
11,E6C3-9,E6C3-9,E6C3,Main,11,1097,36.559,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,100001000000000000000010000000000000000000000100010001000000000000000010100101000
12,E6C3-9,E6C3-9,E6C3,Main,12,1098,36.5923,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,010000001001000001000000010000000000000000000000000000000000001001000000000000010
13,E6C3-9,E6C3-9,E6C3,Main,13,1104,36.7923,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,001000000010000100010000001000010001000000000000000001000000010100000001100001101
14,E6C3-9,E6C3-9,E6C3,Main,14,1110,36.9923,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,100000010000000000000000000000000000001010100000001000000000010100000001000001000
15,E6C3-9,E6C3-9,E6C3,Main,15,1116,37.1923,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000001000110000100000000000100110000000101000000000000000000000000000010000000001
16,E6C3-9,E6C3-9,E6C3,Main,16,1122,37.3923,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,001000001000000101000000011000100000000000100000000000000010010100000000000000010
17,E6C3-9,E6C3-9,E6C3,Main,17,1128,37.5923,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000110000000000000000100001001000010000000100000100000000000000010000000000
18,E6C3-9,E6C3-9,E6C3,Main,18,1134,37.7923,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000000000100000000010000110000000001000000001001000000000100000000001000100
19,E6C3-9,E6C3-9,E6C3,Main,19,1140,37.9923,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,001001000000000000000000010000000000000000000000000001100000000101000000000101000
20,E6C3-9,E6C3-9,E6C3,Main,20,1146,38.1923,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000001000000000000000000000100000000000000000000011000010000010000000000000000000
21,E6C3-9,E6C3-9,E6C3,Main,21,1152,38.3923,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,001000000110000000110000000000000000000100000100000000000000000100000010000000100
22,E6C3-9,E6C3-9,E6C3,Main,22,1158,38.5923,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000000000010000000000000010001000000000000100000110000000001000000000000100
23,E6C3-9,E6C3-9,E6C3,Main,23,1164,38.7923,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000001000001000000010000100001001001000000000000000000001001000000000000000
24,E6C3-9,E6C3-9,E6C3,Main,24,1170,38.9923,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000000000001000000000000100000000000000000000000000000000000000010000000001
25,E6C3-9,E6C3-9,E6C3,Main,25,1176,39.1923,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,001000000000000000100000010000010000000011000000000001000000001001000000001100100
26,E6C3-9,E6C3-9,E6C3,Main,26,1182,39.3923,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000011000000000000000000000000000001100000000000000000000010101000001000000000
27,E6C3-9,E6C3-9,E6C3,Main,27,1188,39.5923,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,101000000100000000010000000000000000000100100000000000110010010010000000001000000
28,E6C3-9,E6C3-9,E6C3,Main,28,1194,39.7923,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000000000100000000001100100000000000000000000000100000001000000000010000000
29,E6C3-9,E6C3-9,E6C3,Main,29,1200,39.9923,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,010000100100000000000000000000000000001000000000000000000010000001000000000000000
30,E6C3-9,E6C3-9,E6C3,Main,30,1208,40.2589,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000001000000000100010000000000100000000100000000000000000000000001000000001001010
31,E6C3-9,E6C3-9,E6C3,Main,31,1211,40.3589,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000000000000000000010000011001000000000000000000000000000000000001001000000
32,E6C3-9,E6C3-9,E6C3,Main,32,1218,40.5923,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,100000000001000000000000010000000000000001000000010000010000000001000100011000101
33,E6C3-9,E6C3-9,E6C3,Main,33,1225,40.8256,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,001001010010000100010000001000100001000000000000010000000000000101000000001000000
34,E6C3-9,E6C3-9,E6C3,Main,34,1230,40.9923,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000100000110000010001000010000001100000000001000000000000010000000001000110
35,E6C3-9,E6C3-9,E6C3,Main,35,1237,41.2256,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,010000000010000010010010010000011000000000100000000000010000000000000000000000000
36,E6C3-9,E6C3-9,E6C3,Main,36,1242,41.3923,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,010000010100000100000000000000000000000000000000001000000010001100000000000000100
117,E6C4-13,E6C4-13,E6C4,Side,1,415,13.8416,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000011000000100000000100010000001010100000000000100000000010000100001000000
118,E6C4-13,E6C4-13,E6C4,Side,2,420,14.0082,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000000000001000000000000000000000000000000101001000000000000000110000100000
119,E6C4-13,E6C4-13,E6C4,Side,3,424,14.1415,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000001000100000000010000110000001000000100000001000000000011000000100000001
120,E6C4-13,E6C4-13,E6C4,Side,4,429,14.3082,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000100000100000000000010000000100000000010000000100000000000010000000000100001000
121,E6C4-13,E6C4-13,E6C4,Side,5,430,14.3415,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000101000000010000001100110000000000000100001000000000000100000000000000000
122,E6C4-13,E6C4-13,E6C4,Side,6,439,14.6415,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000000000000100010001000000000000000000000000000000000001001000010000000010
123,E6C4-13,E6C4-13,E6C4,Side,7,444,14.8082,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000000000010000000000000000000000000000000000000010000000000000000100000000
124,E6C4-13,E6C4-13,E6C4,Side,8,445,14.8415,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000100000100000000000000000000100001000010000000000000010010000000000000010000000
125,E6C4-13,E6C4-13,E6C4,Side,9,450,15.0082,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000001000000000010000000000000000000001010000000010000000010000100000000000000000
126,E6C4-13,E6C4-13,E6C4,Side,10,455,15.1748,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000000000000000000000000000000001000000000100000000000000001000010001000100
112,E6C4-13,E6C4-13,E6C4,Side,11,460,15.3415,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000001000000000000000000000000001000000000000100000000000010000000000100000000000
38,E6C4-13,E6C4-13,E6C4,Side,12,465,15.5081,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000000000000000000000000001000000010000000100001000000010001000000000000000
41,E6C4-13,E6C4-13,E6C4,Side,13,479,15.9748,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000101000010000010010000001000000000001010000100000000000000000000000010000100001
42,E6C4-13,E6C4-13,E6C4,Side,14,484,16.1415,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000101000010000000000100010000000000000000000001100000000000000000000100010
43,E6C4-13,E6C4-13,E6C4,Side,15,489,16.3081,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,100101000000000001100000011000100000001100000000010000000000011000000010000000011
44,E6C4-13,E6C4-13,E6C4,Side,16,494,16.4748,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,010001000110000000000000000000000000000000000000011000000000000010000000000000010
45,E6C4-13,E6C4-13,E6C4,Side,17,499,16.6415,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,010000000000000100010000000100011001001001000000100000000000001000000000001000011
46,E6C4-13,E6C4-13,E6C4,Side,18,504,16.8081,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000101100000110000000000000000000000100000000100001000000011000000000000000010
47,E6C4-13,E6C4-13,E6C4,Side,19,509,16.9748,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000001000011000010000000010100000000001100000000000000000010000000000001000000001
48,E6C4-13,E6C4-13,E6C4,Side,20,514,17.1415,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,011000000000000000000010000000101000001010000000000000000000001010000000000000000
49,E6C4-13,E6C4-13,E6C4,Side,21,519,17.3081,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,001000000000000000100000011000101000000000000000000000100000000100000101000100000
50,E6C4-13,E6C4-13,E6C4,Side,22,526,17.5414,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000001100000010000000000100010000000000000000000000000000000000000000000000000
51,E6C4-13,E6C4-13,E6C4,Side,23,527,17.5748,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000001000000010000000000000000000100000000000000000000000001000000000001000
52,E6C4-13,E6C4-13,E6C4,Side,24,532,17.7414,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,100000100001000000000000000000010000001000000000001000000000000100000000010100001
53,E6C4-13,E6C4-13,E6C4,Side,25,537,17.9081,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,001000000001000000100000010100000000000000000000000000100000000001000000000000000
127,E6C4-16,E6C4-16,E6C4,Side,1,491,16.3626,ArchiveInvest manual,False,0,,matches corpus tag,single-source corpus entry; unverified,000000000000000000000000001000000001000111000000000000100000000000000000000100000
128,E6C4-16,E6C4-16,E6C4,Side,2,496,16.5292,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,110000000101000000010000000000000000000000000000010000000010000001000000000000000
117,E6C4-16,E6C4-16,E6C4,Side,3,502,16.7292,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000011000000100000000100010000001010100000000000100000000010000100001000000
118,E6C4-16,E6C4-16,E6C4,Side,4,508,16.9292,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000000000001000000000000000000000000000000101001000000000000000110000100000
129,E6C4-16,E6C4-16,E6C4,Side,5,514,17.1292,ArchiveInvest manual,False,0,,matches corpus tag,single-source corpus entry; unverified,000000000001000100000000010000110000001000000100101001000000000011000110100100001
119,E6C4-16,E6C4-16,E6C4,Side,6,514,17.1292,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000001000100000000010000110000001000000100000001000000000011000000100000001
120,E6C4-16,E6C4-16,E6C4,Side,7,520,17.3292,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000100000100000000000010000000100000000010000000100000000000010000000000100001000
121,E6C4-16,E6C4-16,E6C4,Side,8,526,17.5291,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000101000000010000001100110000000000000100001000000000000100000000000000000
122,E6C4-16,E6C4-16,E6C4,Side,9,532,17.7291,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000000000000100010001000000000000000000000000000000000001001000010000000010
123,E6C4-16,E6C4-16,E6C4,Side,10,538,17.9291,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000000000010000000000000000000000000000000000000010000000000000000100000000
124,E6C4-16,E6C4-16,E6C4,Side,11,544,18.1291,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000100000100000000000000000000100001000010000000000000010010000000000000010000000
125,E6C4-16,E6C4-16,E6C4,Side,12,545,18.1624,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000001000000000010000000000000000000001010000000010000000010000100000000000000000
126,E6C4-16,E6C4-16,E6C4,Side,13,556,18.5291,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000000000000000000000000000000001000000000100000000000000001000010001000100
112,E6C4-16,E6C4-16,E6C4,Side,14,562,18.7291,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000001000000000000000000000000001000000000000100000000000010000000000100000000000
38,E6C4-16,E6C4-16,E6C4,Side,15,568,18.9291,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000000000000000000000000001000000010000000100001000000010001000000000000000
39,E6C4-16,E6C4-16,E6C4,Side,16,574,19.1291,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000101000001000000010000000100000000000000100100000000000000000000000001000000001
40,E6C4-16,E6C4-16,E6C4,Side,17,575,19.1624,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,100000000000000001000000000000000000000001000100000000000000000010000000000001011
41,E6C4-16,E6C4-16,E6C4,Side,18,581,19.3624,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000101000010000010010000001000000000001010000100000000000000000000000010000100001
42,E6C4-16,E6C4-16,E6C4,Side,19,592,19.7291,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000101000010000000000100010000000000000000000001100000000000000000000100010
43,E6C4-16,E6C4-16,E6C4,Side,20,593,19.7624,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,100101000000000001100000011000100000001100000000010000000000011000000010000000011
44,E6C4-16,E6C4-16,E6C4,Side,21,604,20.1291,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,010001000110000000000000000000000000000000000000011000000000000010000000000000010
45,E6C4-16,E6C4-16,E6C4,Side,22,605,20.1624,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,010000000000000100010000000100011001001001000000100000000000001000000000001000011
46,E6C4-16,E6C4-16,E6C4,Side,23,611,20.3624,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000101100000110000000000000000000000100000000100001000000011000000000000000010
47,E6C4-16,E6C4-16,E6C4,Side,24,617,20.5624,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000001000011000010000000010100000000001100000000000000000010000000000001000000001
48,E6C4-16,E6C4-16,E6C4,Side,25,623,20.7624,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,011000000000000000000010000000101000001010000000000000000000001010000000000000000
49,E6C4-16,E6C4-16,E6C4,Side,26,629,20.9624,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,001000000000000000100000011000101000000000000000000000100000000100000101000100000
50,E6C4-16,E6C4-16,E6C4,Side,27,636,21.1957,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000001100000010000000000100010000000000000000000000000000000000000000000000000
51,E6C4-16,E6C4-16,E6C4,Side,28,641,21.3624,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000001000000010000000000000000000100000000000000000000000001000000000001000
52,E6C4-16,E6C4-16,E6C4,Side,29,647,21.5624,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,100000100001000000000000000000010000001000000000001000000000000100000000010100001
53,E6C4-16,E6C4-16,E6C4,Side,30,653,21.7624,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,001000000001000000100000010100000000000000000000000000100000000001000000000000000
54,E6C4-16,E6C4-16,E6C4,Side,31,708,23.5957,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000001000010000000000000010000100000001000000000100000010000000000000010001000111
124,E6C4-17,E6C4-17,E6C4,Side,1,856,28.5478,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000100000100000000000000000000100001000010000000000000010010000000000000010000000
124,E6C4-17,E6C4-17,E6C4,Side,2,856,28.5478,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000100000100000000000000000000100001000010000000000000010010000000000000010000000
125,E6C4-17,E6C4-17,E6C4,Side,3,862,28.7477,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000001000000000010000000000000000000001010000000010000000010000100000000000000000
126,E6C4-17,E6C4-17,E6C4,Side,4,863,28.7811,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000000000000000000000000000000001000000000100000000000000001000010001000100
112,E6C4-17,E6C4-17,E6C4,Side,5,874,29.1477,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000001000000000000000000000000001000000000000100000000000010000000000100000000000
38,E6C4-17,E6C4-17,E6C4,Side,6,881,29.381,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000000000000000000000000001000000010000000100001000000010001000000000000000
130,E6C4-17,E6C4-17,E6C4,Side,7,887,29.581,ArchiveInvest manual,False,0,,matches corpus tag,multi-source audited,000001000001000000010000000100000000000000100100000000000000000000000001000000001
131,E6C4-17,E6C4-17,E6C4,Side,8,893,29.781,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,100000000000000000000000000000000000000001000100000000000000000010000000000001011
132,E6C4-17,E6C4-17,E6C4,Side,9,899,29.981,ArchiveInvest manual,False,0,,matches corpus tag,single-source corpus entry; unverified,000001000010000000010000000000000000001010000100000000000000000000000010000100001
42,E6C4-17,E6C4-17,E6C4,Side,10,905,30.181,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000101000010000000000100010000000000000000000001100000000000000000000100010
43,E6C4-17,E6C4-17,E6C4,Side,11,911,30.381,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,100101000000000001100000011000100000001100000000010000000000011000000010000000011
44,E6C4-17,E6C4-17,E6C4,Side,12,917,30.581,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,010001000110000000000000000000000000000000000000011000000000000010000000000000010
45,E6C4-17,E6C4-17,E6C4,Side,13,918,30.6143,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,010000000000000100010000000100011001001001000000100000000000001000000000001000011
46,E6C4-17,E6C4-17,E6C4,Side,14,924,30.8143,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000101100000110000000000000000000000100000000100001000000011000000000000000010
47,E6C4-17,E6C4-17,E6C4,Side,15,930,31.0143,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000001000011000010000000010100000000001100000000000000000010000000000001000000001
48,E6C4-17,E6C4-17,E6C4,Side,16,936,31.2143,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,011000000000000000000010000000101000001010000000000000000000001010000000000000000
49,E6C4-17,E6C4-17,E6C4,Side,17,942,31.4143,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,001000000000000000100000011000101000000000000000000000100000000100000101000100000
50,E6C4-17,E6C4-17,E6C4,Side,18,948,31.6143,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000001100000010000000000100010000000000000000000000000000000000000000000000000
51,E6C4-17,E6C4-17,E6C4,Side,19,954,31.8143,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000001000000010000000000000000000100000000000000000000000001000000000001000
120,E6C4-18,E6C4-18,E6C4,Side,1,744,24.7897,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000100000100000000000010000000100000000010000000100000000000010000000000100001000
121,E6C4-18,E6C4-18,E6C4,Side,2,745,24.823,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000101000000010000001100110000000000000100001000000000000100000000000000000
122,E6C4-18,E6C4-18,E6C4,Side,3,751,25.023,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000000000000100010001000000000000000000000000000000000001001000010000000010
123,E6C4-18,E6C4-18,E6C4,Side,4,757,25.223,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000000000010000000000000000000000000000000000000010000000000000000100000000
124,E6C4-18,E6C4-18,E6C4,Side,5,763,25.423,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000100000100000000000000000000100001000010000000000000010010000000000000010000000
124,E6C4-18,E6C4-18,E6C4,Side,6,768,25.5897,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000100000100000000000000000000100001000010000000000000010010000000000000010000000
125,E6C4-18,E6C4-18,E6C4,Side,7,769,25.623,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000001000000000010000000000000000000001010000000010000000010000100000000000000000
126,E6C4-18,E6C4-18,E6C4,Side,8,775,25.823,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000000000000000000000000000000001000000000100000000000000001000010001000100
112,E6C4-18,E6C4-18,E6C4,Side,9,781,26.023,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000001000000000000000000000000001000000000000100000000000010000000000100000000000
38,E6C4-18,E6C4-18,E6C4,Side,10,787,26.223,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000000000000000000000000001000000010000000100001000000010001000000000000000
39,E6C4-18,E6C4-18,E6C4,Side,11,793,26.423,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000101000001000000010000000100000000000000100100000000000000000000000001000000001
40,E6C4-18,E6C4-18,E6C4,Side,12,799,26.623,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,100000000000000001000000000000000000000001000100000000000000000010000000000001011
41,E6C4-18,E6C4-18,E6C4,Side,13,805,26.823,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000101000010000010010000001000000000001010000100000000000000000000000010000100001
42,E6C4-18,E6C4-18,E6C4,Side,14,811,27.023,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000101000010000000000100010000000000000000000001100000000000000000000100010
43,E6C4-18,E6C4-18,E6C4,Side,15,817,27.223,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,100101000000000001100000011000100000001100000000010000000000011000000010000000011
44,E6C4-18,E6C4-18,E6C4,Side,16,823,27.423,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,010001000110000000000000000000000000000000000000011000000000000010000000000000010
45,E6C4-18,E6C4-18,E6C4,Side,17,829,27.623,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,010000000000000100010000000100011001001001000000100000000000001000000000001000011
46,E6C4-18,E6C4-18,E6C4,Side,18,835,27.823,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000101100000110000000000000000000000100000000100001000000011000000000000000010
47,E6C4-18,E6C4-18,E6C4,Side,19,842,28.0563,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000001000011000010000000010100000000001100000000000000000010000000000001000000001
48,E6C4-18,E6C4-18,E6C4,Side,20,847,28.223,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,011000000000000000000010000000101000001010000000000000000000001010000000000000000
49,E6C4-18,E6C4-18,E6C4,Side,21,853,28.423,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,001000000000000000100000011000101000000000000000000000100000000100000101000100000
50,E6C4-18,E6C4-18,E6C4,Side,22,859,28.623,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000001100000010000000000100010000000000000000000000000000000000000000000000000
51,E6C4-18,E6C4-18,E6C4,Side,23,865,28.823,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000001000000010000000000000000000100000000000000000000000001000000000001000
123,E6C4-19,E6C4-19,E6C4,Side,1,682,22.7328,ArchiveInvest manual,False,0,,matches corpus tag,matches repeated corpus observations,000000000000000010000000000000000000000000000000000000010000000000000000100000000
