recording,ordinal,frame,source_video,source_sha256,method,review_status,overlay_enabled,corpus_fingerprint,detected_fingerprint,hamming_to_corpus,detector_separation,comparison,center_x,center_y,pitch_x,pitch_y,fit_score_x,fit_score_y
E6C3-18,12,708,E6C3-18.mp4,386a94a292cc1ccd7c0955215b3ea035ec919668c05dea3ecde0e6b23bb0a69b,independent-grid-line-plus-ring-read-v1,pending,False,111000000000000000000000000000000000000000000000100000000000000001000000000001001,110000001110000001110010001100110001000100100100111001110000011000000000000000000,26,0.2785,disagreement,209.0,382.0,29.5,60.5,22.3329,37.9133
E6C3-18,13,709,E6C3-18.mp4,386a94a292cc1ccd7c0955215b3ea035ec919668c05dea3ecde0e6b23bb0a69b,independent-grid-line-plus-ring-read-v1,pending,False,010001000110000001000000000100111000001000000000000000000000000011000001010100000,110000001111000101110000001100010001000100000100111001110000011000000000000000000,27,0.2842,disagreement,212.0,379.0,31.5,62.5,24.8315,38.7981
E6C3-18,14,715,E6C3-18.mp4,386a94a292cc1ccd7c0955215b3ea035ec919668c05dea3ecde0e6b23bb0a69b,independent-grid-line-plus-ring-read-v1,pending,False,000000000000000000000010000000010000000011000000000000100000000001000000100001000,100000011101000011100010011100010001001000000100111001000000000000000000000000000,24,0.2777,disagreement,270.0,382.0,33.5,60.5,31.7358,40.94
E6C3-18,15,721,E6C3-18.mp4,386a94a292cc1ccd7c0955215b3ea035ec919668c05dea3ecde0e6b23bb0a69b,independent-grid-line-plus-ring-read-v1,pending,False,001000010000000010000000001000000000000001000100000001010010000000000010000001110,100000001100000001100000001100011001000000000100001001110010011000000000000000000,21,0.2459,disagreement,237.0,352.0,35.0,48.5,26.1885,39.806
E6C3-18,16,727,E6C3-18.mp4,386a94a292cc1ccd7c0955215b3ea035ec919668c05dea3ecde0e6b23bb0a69b,independent-grid-line-plus-ring-read-v1,pending,False,010000000001000000000000000000000000000000100000000000000000011001000101000000000,110000000100000100100010000000000001001000100100100000110010001000000000000000000,17,0.2406,disagreement,225.0,384.0,18.5,59.5,24.7904,42.4171
E6C3-18,17,733,E6C3-18.mp4,386a94a292cc1ccd7c0955215b3ea035ec919668c05dea3ecde0e6b23bb0a69b,independent-grid-line-plus-ring-read-v1,pending,False,000000000000000000000010010000000000000100000000010000000000010000000110000000100,100000101100000011100010001100010001000000100100011001000000000000000000000000000,21,0.2726,disagreement,244.0,380.0,39.0,62.0,24.8433,40.3204
E6C3-18,18,738,E6C3-18.mp4,386a94a292cc1ccd7c0955215b3ea035ec919668c05dea3ecde0e6b23bb0a69b,independent-grid-line-plus-ring-read-v1,pending,False,101001000010000000000010000000000000000000100000000001010000000000000000010001010,010000010000000010000000010100000000000000000000010000000000000000000000000000000,17,0.2398,disagreement,277.0,380.0,40.5,62.0,31.106,39.1263
E6C3-18,19,744,E6C3-18.mp4,386a94a292cc1ccd7c0955215b3ea035ec919668c05dea3ecde0e6b23bb0a69b,independent-grid-line-plus-ring-read-v1,pending,False,001000000000000010000000000000000000001001000000000001000000000000000100001001000,000100011001000011010010001000110001000100000000001001010010001000000000000000000,22,0.1954,disagreement,278.0,353.0,42.5,42.5,36.1127,41.7535
E6C3-18,20,752,E6C3-18.mp4,386a94a292cc1ccd7c0955215b3ea035ec919668c05dea3ecde0e6b23bb0a69b,independent-grid-line-plus-ring-read-v1,pending,False,000000000010000000000000010000000000000000100000001000010000000001000101000100010,000000010000000000000000000000001000000000000000000001000010010000000000000000000,15,0.1857,disagreement,235.0,359.0,44.5,45.5,36.5546,44.5325
E6C3-18,21,757,E6C3-18.mp4,386a94a292cc1ccd7c0955215b3ea035ec919668c05dea3ecde0e6b23bb0a69b,independent-grid-line-plus-ring-read-v1,pending,False,000000000001000011000000000000000000000000000100000000000010000000000000000000000,000000000000000000000000000100000000000010000000000000000000000000000000000000000,7,0.2262,disagreement,236.0,369.0,46.5,46.5,28.58,38.744
E6C3-18,22,763,E6C3-18.mp4,386a94a292cc1ccd7c0955215b3ea035ec919668c05dea3ecde0e6b23bb0a69b,independent-grid-line-plus-ring-read-v1,pending,False,000000000000000000000000000000100000000010000000010000110000011000000000000100000,000000000000000000000000000000010000000010000100000001000000000000000000000000000,10,0.1598,disagreement,244.0,315.0,48.0,48.0,28.1154,51.3079
E6C3-18,23,769,E6C3-18.mp4,386a94a292cc1ccd7c0955215b3ea035ec919668c05dea3ecde0e6b23bb0a69b,independent-grid-line-plus-ring-read-v1,pending,False,000000000000000000000010000000000000000000000000010000000000001000000010000000000,011100110100000001100010000000011000000111100000000001010000011000000000000000000,19,0.1352,disagreement,234.0,316.0,50.0,50.0,32.5231,42.6917
E6C3-18,24,775,E6C3-18.mp4,386a94a292cc1ccd7c0955215b3ea035ec919668c05dea3ecde0e6b23bb0a69b,independent-grid-line-plus-ring-read-v1,pending,False,000000010010000100000000000000000000000001000000000001000000000001000000000000000,000000000000000000000000000000000001000000000000000000000000000000000000000000000,7,0.2231,disagreement,235.0,380.0,52.0,52.0,46.429,46.6206
E6C3-18,25,781,E6C3-18.mp4,386a94a292cc1ccd7c0955215b3ea035ec919668c05dea3ecde0e6b23bb0a69b,independent-grid-line-plus-ring-read-v1,pending,False,010000110100000000000010000100000000000000100000101001000000000000000101100100100,000000100001000110000000011000001001000100100000010001000000000000000000000000000,21,0.271,disagreement,126.0,373.0,53.5,53.5,30.9421,42.1481
E6C3-18,26,787,E6C3-18.mp4,386a94a292cc1ccd7c0955215b3ea035ec919668c05dea3ecde0e6b23bb0a69b,independent-grid-line-plus-ring-read-v1,pending,False,001100000000000000000010000000000000000001000000000000000000000010000000011000000,011100101010000101000010001000111000000111000000010001010000000000000000000000000,18,0.1977,disagreement,233.0,334.0,55.5,55.5,36.5348,39.909
E6C3-18,27,794,E6C3-18.mp4,386a94a292cc1ccd7c0955215b3ea035ec919668c05dea3ecde0e6b23bb0a69b,independent-grid-line-plus-ring-read-v1,pending,False,010100000000000111000000000100001000000000000100010000000010001000000000001001100,010000001000000100000010000000011000000010000000000001000000000000000000000000000,16,0.2498,disagreement,216.0,384.0,46.5,59.5,27.2067,43.8202
E6C3-18,28,798,E6C3-18.mp4,386a94a292cc1ccd7c0955215b3ea035ec919668c05dea3ecde0e6b23bb0a69b,independent-grid-line-plus-ring-read-v1,pending,False,100000000100000000000000000000000000000000100000000000000010000010000010000000001,000001010000000011000000000000001000000000100000000000000000000000000000000000000,11,0.2852,disagreement,157.0,384.0,29.5,59.5,26.8175,49.7612
E6C3-18,29,804,E6C3-18.mp4,386a94a292cc1ccd7c0955215b3ea035ec919668c05dea3ecde0e6b23bb0a69b,independent-grid-line-plus-ring-read-v1,pending,False,001101000000000000010010000000000000001110100000000000000000000000000001001000010,000000000001000000000000000000111000000001000000001000000000000000000000000000000,18,0.2812,disagreement,172.0,337.0,61.0,61.0,32.7156,38.0604
E6C3-18,30,811,E6C3-18.mp4,386a94a292cc1ccd7c0955215b3ea035ec919668c05dea3ecde0e6b23bb0a69b,independent-grid-line-plus-ring-read-v1,pending,False,000000000100000000000000000100110000000000000000010000000000010010000001100000000,000000000000000000000000000000000000000000100000000000000000000000000000000000000,10,0.305,disagreement,106.0,339.0,63.5,63.5,29.1948,36.8238
E6C3-18,31,816,E6C3-18.mp4,386a94a292cc1ccd7c0955215b3ea035ec919668c05dea3ecde0e6b23bb0a69b,independent-grid-line-plus-ring-read-v1,pending,False,010001000100000100000010000000001001000010000000100000010000000001000000010001001,000000001000000111000000010000001000001110000000100000000000000000000000000000000,16,0.3015,disagreement,122.0,384.0,26.0,59.5,27.7263,31.2042
E6C3-18,32,822,E6C3-18.mp4,386a94a292cc1ccd7c0955215b3ea035ec919668c05dea3ecde0e6b23bb0a69b,independent-grid-line-plus-ring-read-v1,pending,False,000000011010000000000000000000000000000100000000000000010010000001000000100000000,000000000000000100000010001000010000000001000000001000000000000000000000000000000,14,0.2567,disagreement,191.0,380.0,40.0,62.0,25.8263,32.5704
E6C3-18,33,828,E6C3-18.mp4,386a94a292cc1ccd7c0955215b3ea035ec919668c05dea3ecde0e6b23bb0a69b,independent-grid-line-plus-ring-read-v1,pending,False,001000010000000000000000001100001000000100000000000000110010000000000010000000001,111100000111000000100000000100100000000100000100100000110000000100000100000000000,18,0.283,disagreement,369.0,337.0,22.5,54.5,23.9027,33.7742
E6C3-18,34,834,E6C3-18.mp4,386a94a292cc1ccd7c0955215b3ea035ec919668c05dea3ecde0e6b23bb0a69b,independent-grid-line-plus-ring-read-v1,pending,False,000000010000000110100000000000000001000000000000100000000000000011000010100000000,001000110000000000000010010000001000000011100000011000000000000001000100000000000,19,0.2581,disagreement,140.0,328.0,28.5,58.0,24.259,31.4335
E6C3-18,35,841,E6C3-18.mp4,386a94a292cc1ccd7c0955215b3ea035ec919668c05dea3ecde0e6b23bb0a69b,independent-grid-line-plus-ring-read-v1,pending,False,100000000000000000000000000000010001000101000000000000000000010010000001001100000,000000110000000111000010010000000000000111100000000000000000000000000000000000000,17,0.2897,disagreement,115.0,367.0,18.5,61.0,27.4581,30.8523
E6C3-1L,1,740,E6C3-1L.mp4,3303c4db10a231ed51d89edb8e56932c233f1e62a5540639a31161d84db91d17,independent-grid-line-plus-ring-read-v1,pending,False,001000101001000000000000000000000000000000000000000001000000000000000000001000100,111101111111000111110000000100100000001100000100100000110000000111000111111101111,33,0.3548,disagreement,169.0,328.0,21.0,19.5,10.2394,10.0006
E6C3-1L,2,746,E6C3-1L.mp4,3303c4db10a231ed51d89edb8e56932c233f1e62a5540639a31161d84db91d17,independent-grid-line-plus-ring-read-v1,pending,False,000001001001000000000010000000000001000000000000000000000000000000000000000000001,111101111111000111110010011100101001001100000100100000110000000111000000111101000,33,0.3689,disagreement,167.0,289.0,18.0,25.0,11.22,10.4198
E6C3-1L,3,750,E6C3-1L.mp4,3303c4db10a231ed51d89edb8e56932c233f1e62a5540639a31161d84db91d17,independent-grid-line-plus-ring-read-v1,pending,False,000000010000000010000000000000101000000000000000000000000000000000000000000000000,111101111111000111110000000100100000001100000100100000110000000111000111111101111,36,0.4051,disagreement,164.0,321.0,24.0,24.0,13.125,11.6717
E6C3-1L,4,758,E6C3-1L.mp4,3303c4db10a231ed51d89edb8e56932c233f1e62a5540639a31161d84db91d17,independent-grid-line-plus-ring-read-v1,pending,False,000000000000000000000000010000000000000000000100000000000000001000000101000000000,111101111110000000110000000100000000000000000100000000110000000111000000111101111,30,0.3037,disagreement,191.0,320.0,18.0,21.0,11.2825,10.8204
E6C3-1L,5,759,E6C3-1L.mp4,3303c4db10a231ed51d89edb8e56932c233f1e62a5540639a31161d84db91d17,independent-grid-line-plus-ring-read-v1,pending,False,000001000000000000000010000000000000000000000100000001000000000000000010000000000,111101111111000111110010000100000000000000000100000000110000000110000000110000000,24,0.3107,disagreement,191.0,294.0,18.0,18.0,11.826,10.5125
E6C3-1L,6,770,E6C3-1L.mp4,3303c4db10a231ed51d89edb8e56932c233f1e62a5540639a31161d84db91d17,independent-grid-line-plus-ring-read-v1,pending,False,010000001001000001000000010000000000000000000000000000000000001001000000000000010,111101111110000000110000001100000000000000100100000000100000000100000000110000101,26,0.2537,disagreement,190.0,306.0,19.0,18.5,12.1985,12.1967
E6C3-1L,7,770,E6C3-1L.mp4,3303c4db10a231ed51d89edb8e56932c233f1e62a5540639a31161d84db91d17,independent-grid-line-plus-ring-read-v1,pending,False,010000001001000001000000010000000000000000000000000000000000001001000000000000010,111101111110000000110000001100000000000000100100000000100000000100000000110000101,26,0.2537,disagreement,190.0,306.0,19.0,18.5,12.1985,12.1967
E6C3-1L,8,776,E6C3-1L.mp4,3303c4db10a231ed51d89edb8e56932c233f1e62a5540639a31161d84db91d17,independent-grid-line-plus-ring-read-v1,pending,False,001000000010000100000000000000010001000000000000000001000000010000000001100000101,111101111111000111110010011100111001001000000100100001110000001111000001111101111,34,0.3939,disagreement,167.0,270.0,34.5,34.5,15.1035,13.1363
E6C3-1L,9,782,E6C3-1L.mp4,3303c4db10a231ed51d89edb8e56932c233f1e62a5540639a31161d84db91d17,independent-grid-line-plus-ring-read-v1,pending,False,100000010000000000000000000000000000001010000000000000000000010000000001000000000,000000000000000000000000000000010000000000000000000001000000001000000000111101111,17,0.169,disagreement,210.0,329.0,18.0,18.0,14.3269,15.8969
E6C3-1L,10,789,E6C3-1L.mp4,3303c4db10a231ed51d89edb8e56932c233f1e62a5540639a31161d84db91d17,independent-grid-line-plus-ring-read-v1,pending,False,000001000010000100000000000100110000000001000000000000000000000000000010000000001,001101011010000001000000001000100001000100000000000001000000001000000101000100001,18,0.1928,disagreement,228.0,311.0,19.5,19.5,15.8312,18.6721
E6C3-1L,11,795,E6C3-1L.mp4,3303c4db10a231ed51d89edb8e56932c233f1e62a5540639a31161d84db91d17,independent-grid-line-plus-ring-read-v1,pending,False,001000001000000101000000011000100000000000000000000000000010010100000000000000010,001000001000000100000000010000100000000000000000000000000000010000000000000000000,5,0.2113,disagreement,212.0,309.0,19.5,19.5,16.2094,17.6396
E6C3-1L,12,801,E6C3-1L.mp4,3303c4db10a231ed51d89edb8e56932c233f1e62a5540639a31161d84db91d17,independent-grid-line-plus-ring-read-v1,pending,False,000000000110000000000000000100001001000010000000100000100000000000000010000000000,100000000101000000100000001100000000000001000100010000110000001100000001100000000,18,0.1934,disagreement,193.0,307.0,20.5,20.5,17.1679,20.036
E6C3-1L,13,806,E6C3-1L.mp4,3303c4db10a231ed51d89edb8e56932c233f1e62a5540639a31161d84db91d17,independent-grid-line-plus-ring-read-v1,pending,False,000000000000000100000000010000110000000001000000001001000000000100000000001000100,000000000000000100000000010000000000000001000000000001000000000000000000001000100,4,0.1928,disagreement,214.0,308.0,21.5,21.0,16.4381,18.6187
E6C3-1L,14,812,E6C3-1L.mp4,3303c4db10a231ed51d89edb8e56932c233f1e62a5540639a31161d84db91d17,independent-grid-line-plus-ring-read-v1,pending,False,001001000000000000000000010000000000000000000000000001100000000101000000000101000,001001000000000000000000010000000000000000000000000001100000001001000110000101000,4,0.173,disagreement,211.0,304.0,21.5,22.0,17.6515,20.386
E6C3-1L,15,818,E6C3-1L.mp4,3303c4db10a231ed51d89edb8e56932c233f1e62a5540639a31161d84db91d17,independent-grid-line-plus-ring-read-v1,pending,False,000001000000000000000000000100000000000000000000011000010000010000000000000000000,111101111000000001000000001000000001000000000000000001000010001100000101000000001,22,0.2357,disagreement,234.0,283.0,23.0,23.0,20.5369,21.7233
E6C3-1L,16,819,E6C3-1L.mp4,3303c4db10a231ed51d89edb8e56932c233f1e62a5540639a31161d84db91d17,independent-grid-line-plus-ring-read-v1,pending,False,001000000110000000110000000000000000000100000100000000000000000100000010000000100,111101111010000001100000001100000001000000000000000001000000001000000001000000101,21,0.2386,disagreement,234.0,283.0,23.0,23.0,19.7523,22.7677
E6C3-1L,17,825,E6C3-1L.mp4,3303c4db10a231ed51d89edb8e56932c233f1e62a5540639a31161d84db91d17,independent-grid-line-plus-ring-read-v1,pending,False,000000000000000010000000000000010001000000000000100000110000000001000000000000100,000000000000000010000000000000010001000000000000100000110000001001000000000000100,1,0.1647,near support,211.0,301.0,23.0,24.0,20.1375,19.4106
E6C3-1L,18,836,E6C3-1L.mp4,3303c4db10a231ed51d89edb8e56932c233f1e62a5540639a31161d84db91d17,independent-grid-line-plus-ring-read-v1,pending,False,000000000001000001000000010000100001001001000000000000000000001001000000000000000,100000100001000001110000011100110001001111100000010000110000001001000000001000110,16,0.0833,disagreement,209.0,298.0,25.0,25.0,23.5421,20.5477
E6C3-1L,19,842,E6C3-1L.mp4,3303c4db10a231ed51d89edb8e56932c233f1e62a5540639a31161d84db91d17,independent-grid-line-plus-ring-read-v1,pending,False,000000000000000001000000000000100000000000000000000000000000000000000010000000001,000000000000000000000000000000100000000000000000000000000000000000000010000000000,2,0.1419,near support,214.0,297.0,26.0,26.0,20.6596,22.7537
E6C3-1L,20,848,E6C3-1L.mp4,3303c4db10a231ed51d89edb8e56932c233f1e62a5540639a31161d84db91d17,independent-grid-line-plus-ring-read-v1,pending,False,001000000000000000100000010000010000000011000000000001000000001001000000001100100,011100000111000011110010001000111000001110000100010001010000000001000100111101111,26,0.1246,disagreement,209.0,322.0,27.0,27.0,24.4808,21.7671
E6C3-1L,21,853,E6C3-1L.mp4,3303c4db10a231ed51d89edb8e56932c233f1e62a5540639a31161d84db91d17,independent-grid-line-plus-ring-read-v1,pending,False,000000011000000000000000000000000000001100000000000000000000010101000001000000000,000000000000000000000000000000100000000010000000010000000000001000000100111101111,21,0.1517,disagreement,209.0,322.0,27.0,27.5,22.1017,22.9844
E6C3-1L,22,860,E6C3-1L.mp4,3303c4db10a231ed51d89edb8e56932c233f1e62a5540639a31161d84db91d17,independent-grid-line-plus-ring-read-v1,pending,False,101000000100000000010000000000000000000100100000000000110010010010000000001000000,101000000111000000010010001000100000001110100100011000110010011011000001001000000,13,0.1077,disagreement,209.0,292.0,28.5,28.5,19.2262,22.1377
E6C3-1L,23,866,E6C3-1L.mp4,3303c4db10a231ed51d89edb8e56932c233f1e62a5540639a31161d84db91d17,independent-grid-line-plus-ring-read-v1,pending,False,000000000000000100000000001100100000000000000000000000100000001000000000010000000,000000001000000001000000011000000001000000000000000001000000011000000001000000001,13,0.1761,disagreement,239.0,295.0,29.5,29.0,18.9562,25.0554
E6C3-1L,24,870,E6C3-1L.mp4,3303c4db10a231ed51d89edb8e56932c233f1e62a5540639a31161d84db91d17,independent-grid-line-plus-ring-read-v1,pending,False,010000100100000000000000000000000000001000000000000000000010000001000000000000000,100000000000000000000000000000000000000000000000010000000000000000000000111101111,16,0.1987,disagreement,211.0,320.0,29.0,29.5,22.8967,24.5944
E6C3-1L,25,878,E6C3-1L.mp4,3303c4db10a231ed51d89edb8e56932c233f1e62a5540639a31161d84db91d17,independent-grid-line-plus-ring-read-v1,pending,False,000001000000000100010000000000100000000100000000000000000000000001000000001001010,000001000000000100010000000000100000001100000000001000010000000111000000011001000,7,0.1256,disagreement,214.0,287.0,30.5,30.5,19.5219,25.2729
E6C3-1L,26,879,E6C3-1L.mp4,3303c4db10a231ed51d89edb8e56932c233f1e62a5540639a31161d84db91d17,independent-grid-line-plus-ring-read-v1,pending,False,000000000000000000000000010000011001000000000000000000000000000000000001001000000,001000000001000001000000011000001000000000100000110000000000000000000000011000000,11,0.1472,disagreement,211.0,287.0,23.0,30.5,20.4502,26.6187
E6C3-1L,27,885,E6C3-1L.mp4,3303c4db10a231ed51d89edb8e56932c233f1e62a5540639a31161d84db91d17,independent-grid-line-plus-ring-read-v1,pending,False,100000000001000000000000010000000000000001000000010000010000000001000100011000101,100000000001000000000000010100000000000101000000010000010000010101000110011000101,5,0.1136,disagreement,215.0,286.0,32.0,31.5,22.799,24.3481
E6C3-1L,28,891,E6C3-1L.mp4,3303c4db10a231ed51d89edb8e56932c233f1e62a5540639a31161d84db91d17,independent-grid-line-plus-ring-read-v1,pending,False,001001010010000100010000001000100001000000000000010000000000000101000000001000000,100001001101000011000000011000111001000100000000100001010000011010000001111101111,32,0.1739,disagreement,241.0,317.0,32.5,32.5,22.3558,30.0079
E6C3-1L,29,897,E6C3-1L.mp4,3303c4db10a231ed51d89edb8e56932c233f1e62a5540639a31161d84db91d17,independent-grid-line-plus-ring-read-v1,pending,False,000000000100000110000010001000010000001100000000001000000000000010000000001000110,100000100100000011100000001100001000000110000100000000100000001101000000100100010,22,0.1513,disagreement,181.0,283.0,33.5,33.5,21.2181,25.8623
E6C3-1L,30,903,E6C3-1L.mp4,3303c4db10a231ed51d89edb8e56932c233f1e62a5540639a31161d84db91d17,independent-grid-line-plus-ring-read-v1,pending,False,010000000010000010010010010000011000000000100000000000010000000000000000000000000,010000000010000010010010010000011000000000100000000000010000000000000000000000000,0,0.1095,exact support,209.0,282.0,34.5,34.0,30.6685,27.7979
E6C3-1L,31,909,E6C3-1L.mp4,3303c4db10a231ed51d89edb8e56932c233f1e62a5540639a31161d84db91d17,independent-grid-line-plus-ring-read-v1,pending,False,010000010100000100000000000000000000000000000000001000000010001100000000000000100,111101111010000010000000000000000000000000000000000000000000001000000001000000000,15,0.1861,disagreement,209.0,251.0,34.5,34.5,32.2648,31.4058
E6C3-2,1,1105,E6C3-2.mp4,5e6b53437f718a3d8e20ddf313d66094816abd25f38568a4b686418ff1203790,independent-grid-line-plus-ring-read-v1,pending,False,000100110100000101000010000000100000000100000000000000100000000001000010001000010,111100011111000001110010000100011000000011100100001001100000011110000011111101111,33,0.2186,disagreement,214.0,301.0,26.5,25.5,17.8462,20.5823
E6C3-2,2,1110,E6C3-2.mp4,5e6b53437f718a3d8e20ddf313d66094816abd25f38568a4b686418ff1203790,independent-grid-line-plus-ring-read-v1,pending,False,010000000010000100000000010000000000000010100000000000010000000000000000010000001,000000111001000000100010000000101001001000000100100001000000010111000111011101111,32,0.1602,disagreement,266.0,316.0,26.5,18.5,18.2787,20.0604
E6C3-2,3,1114,E6C3-2.mp4,5e6b53437f718a3d8e20ddf313d66094816abd25f38568a4b686418ff1203790,independent-grid-line-plus-ring-read-v1,pending,False,000000000000000000010000010000000000000100000100101001010000000011000000000000001,101100010111000001110010000100111000000010100100000000100000000100000000111101111,33,0.1792,disagreement,208.0,304.0,30.0,29.5,21.754,26.4658
E6C3-2,4,1117,E6C3-2.mp4,5e6b53437f718a3d8e20ddf313d66094816abd25f38568a4b686418ff1203790,independent-grid-line-plus-ring-read-v1,pending,False,000001001000000010000000000000010000000000000000000000010010000001000001000100000,000000010000000000000010000000000000000000000000010001000000001000000000111101111,20,0.1716,disagreement,238.0,305.0,30.0,30.5,22.2852,22.4683
E6C3-2,5,1123,E6C3-2.mp4,5e6b53437f718a3d8e20ddf313d66094816abd25f38568a4b686418ff1203790,independent-grid-line-plus-ring-read-v1,pending,False,100001000000000000000000000000000000000010000000000000010000000000000000000000000,101101110011000111000000000000000000001010100000101000110000000011000111001000100,21,0.1065,disagreement,240.0,274.0,26.5,33.0,23.4271,30.2338
E6C3-2,6,1129,E6C3-2.mp4,5e6b53437f718a3d8e20ddf313d66094816abd25f38568a4b686418ff1203790,independent-grid-line-plus-ring-read-v1,pending,False,000000000011000000000000000000000000000000100100001000010000000001000000010000000,110001001001000011000000001000101001000010000100100001110000011111000101111101111,30,0.1525,disagreement,270.0,308.0,34.0,34.5,28.4721,30.9265
E6C3-2,7,1135,E6C3-2.mp4,5e6b53437f718a3d8e20ddf313d66094816abd25f38568a4b686418ff1203790,independent-grid-line-plus-ring-read-v1,pending,False,001000001011000000100000000000000000000000000000000001010000000010000000000001000,110001001000000011000000001000100001000000000100100001110000011001000101111101111,28,0.1462,disagreement,270.0,308.0,34.0,34.5,28.4175,30.4733
E6C3-2,8,1141,E6C3-2.mp4,5e6b53437f718a3d8e20ddf313d66094816abd25f38568a4b686418ff1203790,independent-grid-line-plus-ring-read-v1,pending,False,000001001101000000100010001000000001000001000000000000000000000000000000000000001,010001001001000011000000011000110001000000000000100001100000011001000101111101111,25,0.1456,disagreement,270.0,308.0,34.0,34.5,29.0567,30.7106
E6C3-2,9,1147,E6C3-2.mp4,5e6b53437f718a3d8e20ddf313d66094816abd25f38568a4b686418ff1203790,independent-grid-line-plus-ring-read-v1,pending,False,000000010000000001000000000000000000000000000000000000000000000010000000001001000,000001001001000011000000001000100001000000000000100001110000011011000101111101111,23,0.1405,disagreement,270.0,308.0,34.0,34.5,28.9304,31.2923
E6C3-2,10,1153,E6C3-2.mp4,5e6b53437f718a3d8e20ddf313d66094816abd25f38568a4b686418ff1203790,independent-grid-line-plus-ring-read-v1,pending,False,000000000000000000010000010000000000000000000100000000000010001000000101001000000,000001001100000111000000001000100001000000000000100001100000011011000101111101111,26,0.1486,disagreement,270.0,308.0,34.0,34.5,29.361,30.9421
E6C3-2,11,1159,E6C3-2.mp4,5e6b53437f718a3d8e20ddf313d66094816abd25f38568a4b686418ff1203790,independent-grid-line-plus-ring-read-v1,pending,False,100001000000000000000010000000000000000000000100010001000000000000000010100101000,000001001001000011000000001000100001000100000000100001100000011001000101111101111,25,0.1425,disagreement,270.0,308.0,34.0,34.5,28.7035,30.1602
E6C3-2,12,1165,E6C3-2.mp4,5e6b53437f718a3d8e20ddf313d66094816abd25f38568a4b686418ff1203790,independent-grid-line-plus-ring-read-v1,pending,False,010000001001000001000000010000000000000000000000000000000000001001000000000000010,010001001001000111000000001000000001000000000000100001110000011001000101111101111,20,0.1421,disagreement,270.0,308.0,34.0,34.5,28.8335,31.4019
E6C3-2,13,1172,E6C3-2.mp4,5e6b53437f718a3d8e20ddf313d66094816abd25f38568a4b686418ff1203790,independent-grid-line-plus-ring-read-v1,pending,False,001000000010000100010000001000010001000000000000000001000000010100000001100001101,100001001101000011000000011000100001000000000000100001100000011001000101111101111,24,0.1494,disagreement,270.0,308.0,34.0,34.5,28.9485,29.409
E6C3-2,14,1177,E6C3-2.mp4,5e6b53437f718a3d8e20ddf313d66094816abd25f38568a4b686418ff1203790,independent-grid-line-plus-ring-read-v1,pending,False,100000010000000000000000000000000000001010100000001000000000010100000001000001000,000001001001000011000000001000101001000010000000100001100000011001000001111101111,27,0.148,disagreement,270.0,308.0,34.0,34.5,28.7417,31.1033
E6C3-2,15,1183,E6C3-2.mp4,5e6b53437f718a3d8e20ddf313d66094816abd25f38568a4b686418ff1203790,independent-grid-line-plus-ring-read-v1,pending,False,000001000110000100000000000100110000000101000000000000000000000000000010000000001,100001001001000011000000001000110001000000000000100001110000011011000101111101111,31,0.1417,disagreement,270.0,308.0,34.0,34.5,28.8565,30.7837
E6C3-2,16,1189,E6C3-2.mp4,5e6b53437f718a3d8e20ddf313d66094816abd25f38568a4b686418ff1203790,independent-grid-line-plus-ring-read-v1,pending,False,001000001000000101000000011000100000000000100000000000000010010100000000000000010,000001001000000111000000001000101001000000000000100001100000011001000101111101111,23,0.1523,disagreement,270.0,308.0,34.0,34.5,28.7731,30.8202
E6C3-2,17,1195,E6C3-2.mp4,5e6b53437f718a3d8e20ddf313d66094816abd25f38568a4b686418ff1203790,independent-grid-line-plus-ring-read-v1,pending,False,000000000110000000000000000100001001000010000000100000100000000000000010000000000,100001001001000011000010011000100001001000000000100001100000011001000101111101111,31,0.15,disagreement,270.0,308.0,34.0,34.5,28.9527,31.3385
E6C3-2,18,1201,E6C3-2.mp4,5e6b53437f718a3d8e20ddf313d66094816abd25f38568a4b686418ff1203790,independent-grid-line-plus-ring-read-v1,pending,False,000000000000000100000000010000110000000001000000001001000000000100000000001000100,000001001000000111000000001000110001000010000000100001100000011011000101111101111,25,0.1484,disagreement,270.0,308.0,34.0,34.5,28.5904,30.8256
E6C3-2,19,1207,E6C3-2.mp4,5e6b53437f718a3d8e20ddf313d66094816abd25f38568a4b686418ff1203790,independent-grid-line-plus-ring-read-v1,pending,False,001001000000000000000000010000000000000000000000000001100000000101000000000101000,000001001001000111000000001000100001000000000000100001110000011001000101111101111,23,0.1413,disagreement,270.0,308.0,34.0,34.5,28.3592,30.4602
E6C3-2,20,1213,E6C3-2.mp4,5e6b53437f718a3d8e20ddf313d66094816abd25f38568a4b686418ff1203790,independent-grid-line-plus-ring-read-v1,pending,False,000001000000000000000000000100000000000000000000011000010000010000000000000000000,000001001001000011000000001000100001000110000100100001100000011001000101111101111,29,0.1478,disagreement,270.0,308.0,34.0,34.5,28.7798,31.3579
E6C3-2,21,1219,E6C3-2.mp4,5e6b53437f718a3d8e20ddf313d66094816abd25f38568a4b686418ff1203790,independent-grid-line-plus-ring-read-v1,pending,False,001000000110000000110000000000000000000100000100000000000000000100000010000000100,100001001101000011000000001000100001000000000000100001100000011001000101111101111,32,0.1403,disagreement,270.0,308.0,34.0,34.5,28.7308,30.6767
